species	RepeatModeler_superfamily	number_of_copies_300bp	total_nucleotides	number_of_families
Octodon_degus	DNA/hAT-Charlie	2189	1320999	4
Octodon_degus	DNA/PiggyBac	2135	1093477	5
Octodon_degus	LINE/L2	238	105778	2
Octodon_degus	LTR/Gypsy	226	144137	1
Octodon_degus	LTR/ERV	269	138732	1
Octodon_degus	DNA/TcMar-Tc2	510	271622	1
Carlito_syrichta	LINE/L1	607586	526527217	195
Carlito_syrichta	SINE/Alu	609174	269371886	40
Carlito_syrichta	LTR/ERVK	31992	24735782	47
Carlito_syrichta	DNA/TcMar-Mariner	47290	25398103	8
Carlito_syrichta	LTR/ERVL-MaLR	69505	27006828	42
Carlito_syrichta	LINE/L2	13660	6527966	11
Carlito_syrichta	LTR/ERVL	42190	22880483	40
Carlito_syrichta	SINE/MIR	1246	979874	3
Carlito_syrichta	LTR/ERV1	65749	37312647	91
Carlito_syrichta	DNA/hAT-Charlie	16068	8212155	18
Carlito_syrichta	DNA/TcMar-Tigger	17849	11559468	25
Carlito_syrichta	DNA/CMC-EnSpm	66	25374	1
Carlito_syrichta	DNA/hAT-Tip100	1058	520477	2
Carlito_syrichta	DNA/hAT-Blackjack	285	116008	2
Carlito_syrichta	SINE/5S	378	323517	1
Carlito_syrichta	LTR/ERV	1373	935577	1
Carlito_syrichta	DNA/PiggyBac	866	631297	2
Carlito_syrichta	DNA/PIF-Harbinger	1014	976029	1
Carlito_syrichta	LTR/Gypsy	662	502296	1
Carlito_syrichta	LINE/CR1	6	6067	1
Latimeria_chalumnae	RC/Helitron	14590	11618375	7
Latimeria_chalumnae	LINE/L2	55831	37988169	47
Latimeria_chalumnae	DNA/TcMar-Tc1	5608	3516270	5
Latimeria_chalumnae	LINE/RTE-BovB	9960	5279702	25
Latimeria_chalumnae	LINE/L1	20693	15576026	37
Latimeria_chalumnae	LINE/L1-Tx1	6298	3441011	6
Latimeria_chalumnae	SINE/Deu	106480	37184344	10
Latimeria_chalumnae	SINE/ID	1944	753942	1
Latimeria_chalumnae	DNA/hAT-Charlie	3470	1283441	5
Latimeria_chalumnae	LINE/CR1	76208	44004908	47
Latimeria_chalumnae	DNA/hAT-Blackjack	281	105360	5
Latimeria_chalumnae	LTR/Gypsy	9312	5141966	19
Latimeria_chalumnae	LTR/DIRS	18766	25015762	20
Latimeria_chalumnae	DNA/CMC-EnSpm	1354	491342	1
Latimeria_chalumnae	LINE/RTE-RTE	3194	1831851	8
Latimeria_chalumnae	DNA/hAT-Tip100	15592	7938950	14
Latimeria_chalumnae	DNA/TcMar-Pogo	274	136510	4
Latimeria_chalumnae	DNA/hAT-Ac	4721	2836956	10
Latimeria_chalumnae	DNA/TcMar	145	57097	1
Latimeria_chalumnae	DNA/hAT-hAT5	940	372260	3
Latimeria_chalumnae	LINE/Penelope	4234	2037996	14
Latimeria_chalumnae	DNA/PIF-Harbinger	10312	8647030	17
Latimeria_chalumnae	LINE/RTE	1607	655816	1
Latimeria_chalumnae	DNA/TcMar-Tigger	422	190305	4
Latimeria_chalumnae	LINE/CR1-Zenon	203	166500	1
Latimeria_chalumnae	DNA/hAT	647	273300	1
Latimeria_chalumnae	DNA/PiggyBac	1657	649537	2
Latimeria_chalumnae	DNA/Sola	3567	2930889	2
Latimeria_chalumnae	LINE/Jockey	3268	2050026	10
Latimeria_chalumnae	LTR/Pao	567	223424	2
Latimeria_chalumnae	SINE/MIR	38	16539	1
Latimeria_chalumnae	LINE/Rex-Babar	2948	2257598	1
Latimeria_chalumnae	DNA/MULE-MuDR	8	2473	1
Latimeria_chalumnae	DNA/Maverick	1731	589459	1
Latimeria_chalumnae	DNA/P	213	91716	1
Latimeria_chalumnae	DNA/hAT-Tag1	860	656008	2
Latimeria_chalumnae	DNA/Ginger	130	52042	1
Sorex_araneus	LTR/ERVK	40984	31448010	57
Sorex_araneus	LINE/L1	254939	167610947	104
Sorex_araneus	SINE/ID	166836	70143691	49
Sorex_araneus	LINE/RTE-RTE	70240	39678281	14
Sorex_araneus	DNA/hAT-Charlie	225	84794	2
Sorex_araneus	LTR/ERVL-MaLR	2360	875383	7
Sorex_araneus	SINE?/RTE	22310	11332451	12
Sorex_araneus	LTR/ERV1	18390	8828861	41
Sorex_araneus	DNA/CMC-EnSpm	11570	4609596	7
Sorex_araneus	DNA/TcMar-Tigger	1170	540687	5
Sorex_araneus	LTR/ERVL	975	416922	4
Sorex_araneus	DNA/Sola	387	174837	1
Sorex_araneus	SINE/7SL	12	3766	1
Sorex_araneus	LINE/R1	96	33510	1
Pantholops_hodgsonii	LINE/RTE-BovB	278497	156367917	74
Pantholops_hodgsonii	LINE/L1	278894	184861023	128
Pantholops_hodgsonii	LTR/ERV1	40667	19908539	88
Pantholops_hodgsonii	DNA/TcMar-Tigger	6997	3786815	11
Pantholops_hodgsonii	LINE/L2	3269	1346141	14
Pantholops_hodgsonii	SINE/MIR	585	290618	6
Pantholops_hodgsonii	DNA/hAT-Charlie	5915	2884487	12
Pantholops_hodgsonii	DNA/Sola	379	458544	1
Pantholops_hodgsonii	SINE/tRNA-Glu	26546	9197149	24
Pantholops_hodgsonii	DNA/hAT-Tip100	3921	1349047	3
Pantholops_hodgsonii	SINE/BovA	21	7899	1
Pantholops_hodgsonii	LTR/ERVL-MaLR	35813	13840221	29
Pantholops_hodgsonii	LTR/ERVL	19212	8699500	30
Pantholops_hodgsonii	DNA/MULE-MuDR	162	59795	2
Pantholops_hodgsonii	DNA/CMC-EnSpm	2	2047	1
Pantholops_hodgsonii	DNA/TcMar-Mariner	2151	1234278	6
Pantholops_hodgsonii	Satellite/centr	635	2057830	1
Pantholops_hodgsonii	LTR/ERVK	8740	5074016	18
Pantholops_hodgsonii	DNA/TcMar-Tc2	2	603	1
Pantholops_hodgsonii	LTR/Gypsy	133	174962	1
Bubalus_bubalis	LTR/ERVL-MaLR	25771	9974002	26
Bubalus_bubalis	LINE/L1	338430	214972162	123
Bubalus_bubalis	DNA/hAT-Charlie	4670	2405476	12
Bubalus_bubalis	LINE/RTE-BovB	304274	196772590	63
Bubalus_bubalis	DNA/hAT-Tip100	1442	693406	6
Bubalus_bubalis	SINE/BovA	3440	1633401	7
Bubalus_bubalis	LTR/ERV1	46046	22300025	89
Bubalus_bubalis	SINE/tRNA-Glu	22740	7635264	15
Bubalus_bubalis	DNA/TcMar-Mariner	2766	2417389	5
Bubalus_bubalis	DNA/TcMar-Tigger	5327	3002244	8
Bubalus_bubalis	Satellite/centr	88721	56686148	16
Bubalus_bubalis	LTR/ERVK	17576	10485433	21
Bubalus_bubalis	DNA/CMC-EnSpm	742	333709	2
Bubalus_bubalis	LINE/L2	4761	1959353	11
Bubalus_bubalis	DNA/hAT	88	41866	1
Bubalus_bubalis	LTR/ERVL	16530	7417432	34
Bubalus_bubalis	DNA/hAT-Blackjack	486	163040	1
Bubalus_bubalis	LINE/CR1	4	1218	1
Bos_indicus	SINE/tRNA-Glu	21947	7176679	20
Bos_indicus	LINE/RTE-BovB	369026	330187224	42
Bos_indicus	LINE/L1	260717	189548042	128
Bos_indicus	LTR/ERV1	35996	18184417	77
Bos_indicus	SINE/MIR	2099	747840	5
Bos_indicus	DNA/Sola	596	305027	1
Bos_indicus	SINE/BovA	1015	345973	5
Bos_indicus	DNA/TcMar-Tigger	4925	2801651	13
Bos_indicus	DNA/hAT-Charlie	4279	2238252	6
Bos_indicus	DNA/CMC-EnSpm	342	141864	2
Bos_indicus	LTR/ERVL-MaLR	32625	12518144	29
Bos_indicus	LINE/L2	7187	3273651	11
Bos_indicus	LTR/ERVK	6689	6297284	12
Bos_indicus	LTR/ERVL	19643	8706481	38
Bos_indicus	DNA/TcMar-Mariner	3493	2014826	4
Bos_indicus	LINE/Rex-Babar	878	1083944	1
Bos_indicus	DNA/hAT-Ac	372	412219	1
Bos_indicus	DNA/hAT-Blackjack	216	89052	1
Bos_indicus	DNA/hAT-Tip100	117	45635	2
Bos_mutus	DNA/hAT-Blackjack	441	159134	3
Bos_mutus	LINE/L2	10792	4630087	18
Bos_mutus	DNA/hAT-Charlie	5796	2489185	10
Bos_mutus	LTR/ERVL	19499	8993951	33
Bos_mutus	LTR/ERVL-MaLR	33882	12988520	22
Bos_mutus	SINE/MIR	171	56526	3
Bos_mutus	LINE/RTE-BovB	312164	214252931	44
Bos_mutus	LINE/RTE-X	31	10235	1
Bos_mutus	SINE/BovA	5381	2370732	10
Bos_mutus	DNA/TcMar-Tigger	7114	4096210	10
Bos_mutus	LINE/L1	242005	155100842	139
Bos_mutus	DNA/hAT-Tip100	674	318951	3
Bos_mutus	LTR/ERV1	35498	16832372	81
Bos_mutus	SINE/tRNA-Glu	26462	9056549	16
Bos_mutus	DNA/TcMar-Mariner	3990	2130891	5
Bos_mutus	DNA/CMC-EnSpm	1848	877826	3
Bos_mutus	Satellite/centr	296	1627538	1
Bos_mutus	LTR/ERVK	6742	4844912	13
Bos_mutus	DNA/Novosib	246	429280	1
Bison_bison_bison	Satellite/centr	20019	13339236	4
Bison_bison_bison	LINE/RTE-BovB	361639	283768205	48
Bison_bison_bison	LTR/ERVK	16429	11762714	13
Bison_bison_bison	LINE/L1	298437	193779736	128
Bison_bison_bison	SINE/tRNA-Glu	23333	7917615	17
Bison_bison_bison	LINE/L2	13716	6084975	19
Bison_bison_bison	LTR/ERV1	36940	18107392	85
Bison_bison_bison	LTR/ERVL-MaLR	23115	9436225	25
Bison_bison_bison	SINE/BovA	5	1594	2
Bison_bison_bison	SINE/5S	651	346524	1
Bison_bison_bison	LTR/ERV	432	319845	1
Bison_bison_bison	DNA/TcMar-Mariner	3385	1793127	3
Bison_bison_bison	LTR/ERVL	20544	9003436	39
Bison_bison_bison	DNA/hAT-Charlie	4893	2279470	9
Bison_bison_bison	DNA/TcMar-Tigger	7728	4278719	12
Bison_bison_bison	DNA/hAT-Blackjack	807	299282	2
Bison_bison_bison	DNA/hAT-Tip100	431	211232	3
Bison_bison_bison	DNA/MULE-MuDR	573	219247	2
Bison_bison_bison	DNA/Sola	364	329342	1
Nanorana_parkeri	DNA/TcMar-Tc1	66361	37102367	83
Nanorana_parkeri	LINE/L1	34136	27608900	65
Nanorana_parkeri	LTR/Copia	2198	1032580	10
Nanorana_parkeri	LTR/Pao	8016	3578732	9
Nanorana_parkeri	LINE/Penelope	8430	5961326	19
Nanorana_parkeri	LTR/Gypsy	27221	14231893	32
Nanorana_parkeri	DNA/hAT-Ac	35458	18255345	23
Nanorana_parkeri	LTR/Ngaro	4581	2783967	5
Nanorana_parkeri	LINE/CR1	24593	15742809	25
Nanorana_parkeri	DNA/TcMar-Tc2	8608	4192645	7
Nanorana_parkeri	LTR/DIRS	24540	11881486	39
Nanorana_parkeri	LINE/L2	8268	4308104	12
Nanorana_parkeri	DNA/PIF-Harbinger	4934	2175884	3
Nanorana_parkeri	RC/Helitron	2429	929393	2
Nanorana_parkeri	SINE/Alu	17134	8093076	3
Nanorana_parkeri	DNA/CMC-EnSpm	2270	1395406	5
Nanorana_parkeri	LTR/ERV1	837	643887	5
Nanorana_parkeri	DNA/CMC-Chapaev-3	610	393975	2
Nanorana_parkeri	DNA/TcMar-Tigger	2566	1316746	3
Nanorana_parkeri	DNA/MULE-MuDR	62	35435	1
Nanorana_parkeri	DNA/hAT-Blackjack	76	23476	4
Nanorana_parkeri	DNA/hAT-Charlie	21568	11938234	21
Nanorana_parkeri	DNA/hAT-Tip100	834	282299	4
Nanorana_parkeri	LINE/Rex-Babar	121	108055	1
Nanorana_parkeri	DNA/hAT	403	137136	2
Nanorana_parkeri	LINE/RTE-X	212	138216	1
Nanorana_parkeri	SINE/V	690	254761	6
Nanorana_parkeri	DNA/PiggyBac	839	647275	3
Nanorana_parkeri	LINE/R1	448	210644	1
Nanorana_parkeri	LINE/L1-Tx1	532	357481	3
Nanorana_parkeri	DNA/hAT-Tag1	869	352404	1
Nanorana_parkeri	DNA/Novosib	221	134461	1
Nanorana_parkeri	LINE/RTE-BovB	88	43227	1
Nanorana_parkeri	DNA/TcMar-Mariner	255	130129	2
Nanorana_parkeri	DNA/Kolobok-Hydra	80	31278	1
Nanorana_parkeri	DNA/Ginger	220	81330	1
Gorilla_gorilla_gorilla	LTR/ERVL	61557	37444718	52
Gorilla_gorilla_gorilla	SINE/MIR	47	14646	6
Gorilla_gorilla_gorilla	LINE/L1	603479	455874684	159
Gorilla_gorilla_gorilla	SINE/Alu	451157	171126364	16
Gorilla_gorilla_gorilla	DNA/hAT	12	3685	1
Gorilla_gorilla_gorilla	LINE/L2	22492	10921509	17
Gorilla_gorilla_gorilla	LTR/ERV1	68833	41994308	109
Gorilla_gorilla_gorilla	LTR/ERVL-MaLR	109684	43143375	46
Gorilla_gorilla_gorilla	DNA/TcMar-Tigger	18635	13493609	24
Gorilla_gorilla_gorilla	DNA/hAT-Charlie	8294	3837067	14
Gorilla_gorilla_gorilla	DNA/hAT-Tip100	2861	1356312	6
Gorilla_gorilla_gorilla	DNA/hAT-Blackjack	840	446153	3
Gorilla_gorilla_gorilla	DNA/CMC-EnSpm	2878	1250005	5
Gorilla_gorilla_gorilla	LTR/ERVK	11592	7238611	13
Gorilla_gorilla_gorilla	DNA/TcMar-Mariner	2045	1330507	3
Gorilla_gorilla_gorilla	DNA/MuLE-MuDR	375	255392	1
Gorilla_gorilla_gorilla	DNA/PiggyBac	324	151568	1
Gorilla_gorilla_gorilla	Satellite/Y-chromosome	4490	50088997	1
Gorilla_gorilla_gorilla	Satellite/telo	87768	71599630	5
Ovis_aries	LINE/L1	290219	200663179	133
Ovis_aries	SINE/BovA	1361	496323	3
Ovis_aries	SINE/tRNA-Glu	21852	7163382	15
Ovis_aries	SINE/MIR	10176	3353724	8
Ovis_aries	LINE/RTE-BovB	344670	252464742	56
Ovis_aries	LTR/ERVL-MaLR	33219	12781089	25
Ovis_aries	LTR/ERVL	20767	9556935	35
Ovis_aries	DNA/CMC-EnSpm	118	51334	2
Ovis_aries	DNA/TcMar-Mariner	3742	2179559	4
Ovis_aries	DNA/hAT-Charlie	6469	2983559	11
Ovis_aries	LINE/L2	8435	3447186	10
Ovis_aries	DNA/TcMar-Tigger	5952	3433695	11
Ovis_aries	LTR/ERV1	44879	21960514	89
Ovis_aries	DNA/hAT-Blackjack	124	62628	2
Ovis_aries	LTR/ERVK	8335	7655754	16
Ovis_aries	Satellite/centr	726	2021976	1
Ovis_aries	DNA/hAT-Tip100	404	198674	2
Rattus_norvegicus	DNA/CMC-EnSpm	16875	7954374	8
Rattus_norvegicus	DNA/Novosib	1514	949399	4
Rattus_norvegicus	DNA/Ginger	329	247145	1
Rattus_norvegicus	SINE/Alu	53177	22286244	47
Rattus_norvegicus	LTR/ERVL-MaLR	132213	51589813	57
Rattus_norvegicus	SINE/B2	1153	530939	15
Rattus_norvegicus	LTR/ERVL	39470	21257777	35
Rattus_norvegicus	LTR/ERVK	122689	69315485	184
Rattus_norvegicus	LTR/ERV1	26206	15505158	55
Rattus_norvegicus	LINE/L1	428245	464920456	125
Rattus_norvegicus	DNA/hAT-Charlie	3310	2377440	8
Rattus_norvegicus	SINE/ID	1258	1047096	5
Rattus_norvegicus	SINE/B4	1137	1380943	5
Rattus_norvegicus	DNA/Sola	3289	1358317	3
Rattus_norvegicus	DNA/TcMar-Tigger	291	90080	3
Rattus_norvegicus	LTR/Gypsy	1068	1265749	3
Rattus_norvegicus	DNA/MULE-MuDR	111	36492	1
Rattus_norvegicus	DNA/Maverick	661	566155	1
Macaca_mulatta	Satellite/Y-chromosome	167025	231000081	6
Macaca_mulatta	LINE/L1	489410	408488806	157
Macaca_mulatta	SINE/Alu	480616	166546668	24
Macaca_mulatta	LTR/ERV1	64100	34352108	99
Macaca_mulatta	LTR/ERVL-MaLR	125334	48266706	54
Macaca_mulatta	SINE/MIR	66	20797	5
Macaca_mulatta	DNA/MULE-MuDR	1523	520870	1
Macaca_mulatta	LTR/ERVL	64194	39229923	53
Macaca_mulatta	DNA/hAT-Charlie	9214	4471218	12
Macaca_mulatta	DNA/TcMar-Tigger	15170	10843350	15
Macaca_mulatta	LTR/ERVK	10871	8213909	17
Macaca_mulatta	LINE/L2	18632	9333904	19
Macaca_mulatta	DNA/CMC-EnSpm	701	281163	3
Macaca_mulatta	DNA/TcMar-Mariner	1560	1252548	2
Macaca_mulatta	DNA/Sola	3028	1783904	1
Macaca_mulatta	DNA/hAT-Tip100	2346	1080977	5
Macaca_mulatta	Satellite/centr	466	461568	3
Macaca_mulatta	DNA/TcMar-Tc2	401	164626	1
Macaca_mulatta	DNA/hAT-Blackjack	37	14401	1
Macaca_mulatta	DNA/PiggyBac	325	152790	1
Capra_hircus	LINE/RTE-BovB	337570	331694128	62
Capra_hircus	LINE/L1	230241	171249054	53
Capra_hircus	LINE/L2	4582	2007251	9
Capra_hircus	SINE/tRNA-Core-L2	2	603	1
Capra_hircus	LTR/ERV1	6647	5374156	13
Capra_hircus	DNA/hAT-Charlie	2734	1621028	1
Capra_hircus	DNA/TcMar-Tc2	222	80078	1
Capra_hircus	DNA/TcMar-Tigger	5095	3296114	8
Capra_hircus	LTR/Pao	463	188778	1
Capra_hircus	LTR/ERVL	5616	2920132	9
Capra_hircus	LTR/ERVK	8097	11788774	5
Capra_hircus	DNA/TcMar-Mariner	2735	2408636	6
Capra_hircus	LTR/Gypsy	3694	2975870	1
Oncorhynchus_kisutch	LINE/Rex-Babar	114950	96408640	21
Oncorhynchus_kisutch	LINE/L2	124675	124738972	69
Oncorhynchus_kisutch	DNA/TcMar-Tc1	315626	248710921	101
Oncorhynchus_kisutch	DNA/hAT-Tag1	2633	1908299	4
Oncorhynchus_kisutch	DNA/hAT-Ac	1354	801000	4
Oncorhynchus_kisutch	LINE/RTE-X	24686	17870152	18
Oncorhynchus_kisutch	LTR/Gypsy	17567	15905589	32
Oncorhynchus_kisutch	LINE/L1	6374	5384172	16
Oncorhynchus_kisutch	DNA/hAT-Charlie	6539	4285178	12
Oncorhynchus_kisutch	DNA/PIF-Harbinger	613	963791	3
Oncorhynchus_kisutch	LINE/I-Nimb	2410	1079454	7
Oncorhynchus_kisutch	LINE/Jockey	230	129624	1
Oncorhynchus_kisutch	DNA/TcMar-ISRm11	1942	865651	6
Oncorhynchus_kisutch	LINE/L1-Tx1	9988	7489568	19
Oncorhynchus_kisutch	DNA/Maverick	1089	1599117	2
Oncorhynchus_kisutch	LTR/DIRS	1360	878567	5
Oncorhynchus_kisutch	DNA/Sola	482	322151	1
Oncorhynchus_kisutch	LINE/R2-Hero	314	286059	1
Oncorhynchus_kisutch	DNA/hAT-Tip100	1756	1021083	4
Oncorhynchus_kisutch	LINE/Penelope	2426	1208331	9
Oncorhynchus_kisutch	DNA/PiggyBac	2532	1800017	7
Oncorhynchus_kisutch	DNA/PIF-ISL2EU	508	250276	2
Oncorhynchus_kisutch	DNA/Kolobok-T2	441	263157	2
Oncorhynchus_kisutch	LTR/ERV1	464	342802	2
Oncorhynchus_kisutch	LTR/Pao	113	120451	1
Oncorhynchus_kisutch	DNA/TcMar-Tc2	351	234424	1
Oncorhynchus_kisutch	DNA/Zisupton	47	25270	1
Oncorhynchus_kisutch	DNA/TcMar-Fot1	180	80382	1
Oncorhynchus_kisutch	LINE/I	627	475656	1
Peromyscus_maniculatus_bairdii	SINE/Alu	201480	88135492	80
Peromyscus_maniculatus_bairdii	LINE/L1	229065	166408984	96
Peromyscus_maniculatus_bairdii	LTR/ERVK	147818	88434347	116
Peromyscus_maniculatus_bairdii	LTR/ERV1	24914	11863980	50
Peromyscus_maniculatus_bairdii	SINE/B2	1	301	1
Peromyscus_maniculatus_bairdii	LTR/ERVL	35984	17722389	38
Peromyscus_maniculatus_bairdii	LTR/ERVL-MaLR	134610	50381335	42
Peromyscus_maniculatus_bairdii	LINE/L2	8625	3498836	3
Peromyscus_maniculatus_bairdii	SINE/ID	447	145056	6
Peromyscus_maniculatus_bairdii	DNA/Novosib	27338	9443812	2
Peromyscus_maniculatus_bairdii	DNA/MULE-MuDR	184	69459	1
Peromyscus_maniculatus_bairdii	DNA/Sola	5080	1866629	1
Peromyscus_maniculatus_bairdii	SINE/B4	465	294962	2
Peromyscus_maniculatus_bairdii	DNA/hAT-Charlie	2978	1590702	1
Peromyscus_maniculatus_bairdii	LTR/Gypsy	639	215672	1
Peromyscus_maniculatus_bairdii	DNA/CMC-EnSpm	1127	453077	2
Peromyscus_maniculatus_bairdii	DNA/TcMar-Tigger	1401	531831	5
Peromyscus_maniculatus_bairdii	LTR/Copia	202	164634	1
Cercocebus_atys	LINE/L1	496082	358494315	164
Cercocebus_atys	SINE/Alu	463443	165691834	21
Cercocebus_atys	LTR/ERVL-MaLR	94118	36549588	43
Cercocebus_atys	SINE/MIR	23	7114	5
Cercocebus_atys	DNA/TcMar-Tigger	16840	10712961	21
Cercocebus_atys	LTR/ERV1	64947	35031723	117
Cercocebus_atys	Satellite/Y-chromosome	3617	20403125	2
Cercocebus_atys	LTR/ERVL	84577	53435513	69
Cercocebus_atys	DNA/CMC-EnSpm	3548	1764108	6
Cercocebus_atys	DNA/hAT-Charlie	5394	2491954	11
Cercocebus_atys	LINE/L2	25264	11562858	20
Cercocebus_atys	DNA/TcMar-Mariner	1612	1404462	2
Cercocebus_atys	DNA/hAT-Tip100	1957	891662	7
Cercocebus_atys	LTR/ERVK	7353	5635961	14
Cercocebus_atys	DNA/hAT-Blackjack	825	451998	2
Cercocebus_atys	DNA/PiggyBac	320	153310	1
Cercocebus_atys	DNA/MuLE-MuDR	381	276818	1
Cercocebus_atys	LTR/ERV	742	313401	1
Colobus_angolensis_palliatus	LINE/L1	608582	400079520	168
Colobus_angolensis_palliatus	SINE/Alu	337296	126158074	21
Colobus_angolensis_palliatus	LTR/ERVL-MaLR	90745	36743079	49
Colobus_angolensis_palliatus	LINE/L2	27464	12998508	19
Colobus_angolensis_palliatus	LTR/ERV1	62835	35838184	123
Colobus_angolensis_palliatus	SINE/MIR	8	2489	3
Colobus_angolensis_palliatus	DNA/hAT-Charlie	5812	2854307	17
Colobus_angolensis_palliatus	DNA/TcMar-Tigger	21285	13164488	24
Colobus_angolensis_palliatus	LTR/ERVL	79295	48599183	58
Colobus_angolensis_palliatus	DNA/PiggyBac	312	149271	1
Colobus_angolensis_palliatus	Satellite/Y-chromosome	6035	29143775	3
Colobus_angolensis_palliatus	DNA/TcMar-Tc2	174	60602	1
Colobus_angolensis_palliatus	DNA/hAT-Blackjack	1567	682924	4
Colobus_angolensis_palliatus	DNA/CMC-EnSpm	2337	1253671	3
Colobus_angolensis_palliatus	DNA/hAT-Tip100	2249	1090411	6
Colobus_angolensis_palliatus	LTR/ERVK	7534	5867881	15
Colobus_angolensis_palliatus	DNA/TcMar-Mariner	481	434809	4
Colobus_angolensis_palliatus	DNA/MULE-MuDR	6	1939	1
Colobus_angolensis_palliatus	DNA/MuLE-MuDR	380	264258	1
Colobus_angolensis_palliatus	Satellite/centr	88	140899	1
Rhinopithecus_bieti	LINE/L1	464334	347176552	161
Rhinopithecus_bieti	LTR/ERV1	67615	35955660	123
Rhinopithecus_bieti	SINE/Alu	610489	224602713	24
Rhinopithecus_bieti	LTR/ERVL-MaLR	132018	50227449	52
Rhinopithecus_bieti	DNA/hAT-Charlie	8574	4101705	13
Rhinopithecus_bieti	LTR/ERVK	8837	6663555	13
Rhinopithecus_bieti	SINE/MIR	356	114693	5
Rhinopithecus_bieti	LINE/L2	20600	10523129	20
Rhinopithecus_bieti	DNA/hAT-Blackjack	993	435241	1
Rhinopithecus_bieti	DNA/hAT-Tip100	2763	1326436	6
Rhinopithecus_bieti	DNA/CMC-EnSpm	683	279397	3
Rhinopithecus_bieti	LTR/ERVL	68125	43345286	53
Rhinopithecus_bieti	DNA/TcMar-Mariner	1599	1376783	2
Rhinopithecus_bieti	DNA/TcMar-Tigger	19423	12115740	26
Rhinopithecus_bieti	DNA/MuLE-MuDR	407	288175	1
Rhinopithecus_bieti	DNA/TcMar-Tc2	192	81226	2
Rhinopithecus_bieti	Satellite/Y-chromosome	1316	691986	1
Rhinopithecus_bieti	DNA/TcMar	23	7347	1
Rhinopithecus_bieti	Satellite/centr	105	119149	1
Tupaia_belangeri	LINE/L1	174501	125782339	56
Tupaia_belangeri	LINE/L2	1692	654368	7
Tupaia_belangeri	LTR/ERVL	4047	2204613	8
Tupaia_belangeri	LTR/ERV1	2172	1681482	4
Tupaia_belangeri	DNA/TcMar-Mariner	2690	1659486	3
Tupaia_belangeri	DNA/TcMar-Tigger	2877	1450483	6
Tupaia_belangeri	LINE/CRE-II	513	292182	1
Tupaia_belangeri	DNA/hAT-Charlie	1253	473813	4
Tupaia_belangeri	LTR/ERVK	1575	886305	7
Tupaia_belangeri	LTR/ERV	750	478217	2
Tupaia_belangeri	LTR/Pao	503	394916	2
Erinaceus_europaeus	LINE/L1	606930	393813976	111
Erinaceus_europaeus	LTR/ERVK	84630	48838511	102
Erinaceus_europaeus	SINE/ID	541	181639	8
Erinaceus_europaeus	DNA/CMC-EnSpm	17	5884	1
Erinaceus_europaeus	LTR/ERV1	5559	3021602	20
Erinaceus_europaeus	SINE/MIR	28	9040	1
Erinaceus_europaeus	LINE/Jockey	12449	6581356	10
Erinaceus_europaeus	LTR/ERVL	12383	5274796	4
Erinaceus_europaeus	DNA/hAT-Charlie	215	85334	1
Erinaceus_europaeus	LTR/ERVL-MaLR	1687	616565	6
Erinaceus_europaeus	DNA/hAT-Blackjack	56	17797	1
Erinaceus_europaeus	DNA/TcMar-Tigger	982	481241	5
Erinaceus_europaeus	SINE/tRNA-Lys	320	195357	1
Macaca_nemestrina	LTR/ERVL	89589	54292238	58
Macaca_nemestrina	LTR/ERVL-MaLR	104350	40080240	53
Macaca_nemestrina	SINE/Alu	610196	234326785	22
Macaca_nemestrina	LINE/L1	450607	368048274	170
Macaca_nemestrina	SINE/MIR	23	7191	6
Macaca_nemestrina	DNA/CMC-EnSpm	7456	3510624	6
Macaca_nemestrina	DNA/TcMar-Tigger	26513	17023882	27
Macaca_nemestrina	DNA/hAT-Charlie	7572	3036007	14
Macaca_nemestrina	LINE/L2	24278	12226742	16
Macaca_nemestrina	LTR/ERV1	63891	35592108	113
Macaca_nemestrina	DNA/TcMar-Mariner	2058	1285197	4
Macaca_nemestrina	DNA/TcMar-Tc2	210	70089	1
Macaca_nemestrina	DNA/PiggyBac	314	147838	1
Macaca_nemestrina	DNA/hAT-Tip100	1960	931584	4
Macaca_nemestrina	DNA/hAT-Blackjack	1083	407337	2
Macaca_nemestrina	DNA/Sola	315	220483	1
Macaca_nemestrina	LTR/ERVK	8348	5692140	13
Macaca_nemestrina	DNA/MULE-MuDR	319	182380	1
Macaca_nemestrina	Satellite/Y-chromosome	3403	17746819	1
Mandrillus_leucophaeus	LINE/L1	596409	396614992	165
Mandrillus_leucophaeus	SINE/Alu	394451	156504322	26
Mandrillus_leucophaeus	SINE/MIR	5025	1736242	6
Mandrillus_leucophaeus	LINE/L2	17266	8261519	18
Mandrillus_leucophaeus	DNA/hAT-Charlie	7241	3454195	13
Mandrillus_leucophaeus	DNA/TcMar-Tigger	16541	12000840	20
Mandrillus_leucophaeus	Satellite/Y-chromosome	5315	23062707	1
Mandrillus_leucophaeus	LTR/ERVL	71850	49369068	57
Mandrillus_leucophaeus	LTR/ERV1	59139	32835224	117
Mandrillus_leucophaeus	DNA/CMC-EnSpm	816	331525	4
Mandrillus_leucophaeus	DNA/hAT-Blackjack	1631	840767	3
Mandrillus_leucophaeus	LTR/ERVL-MaLR	115858	45439183	53
Mandrillus_leucophaeus	LTR/ERVK	8162	5843247	10
Mandrillus_leucophaeus	DNA/Sola	2587	1623903	1
Mandrillus_leucophaeus	DNA/hAT-Tip100	2044	947202	7
