query	subject	qStart	qEnd	sStart	sEnd
NC_035084.1:24579887:24581120:-	NC_035087.1:71422627:71424221:-	1	1234	354	1595
NC_019874.2:9524445:9525771:-	NC_019874.2:32667661:32668844:-	5	510	679	1184
gi|924427377|ref|NW_013952483.1|:1485657:1487257:+	gi|924427307|ref|NW_013952553.1|:281864:283461:+	2	1597	1	1597
NC_029661.1:31961086:31961565:+	NW_015447291.1:6537:7145:-	1	475	480	6
gi|545793441|ref|NW_005187482.1|:909716:911257:+	gi|545793208|ref|NW_005187715.1|:178908:180462:-	3	1542	1555	2
NC_029652.1:64347265:64348881:+	NC_029654.1:33299959:33301574:+	1	1616	1	1616
gi|1019159402|ref|NW_015505182.1|:2482221:2483307:-	gi|1019157097|ref|NW_015505362.1|:1160704:1161658:-	1	949	2	955
gi|1047493558|ref|NW_016243830.1|:1176939:1178523:-	gi|1047493353|ref|NW_016244035.1|:762926:764462:-	1	1539	1	1537
gi|289738457|ref|NW_003183763.1|:3387435:3388814:-	gi|290467386|ref|NC_013918.1|:53606481:53609392:-	17	1380	1	1375
ref|NW_018391575.1|:64597750:64598963:-	ref|NW_018391577.1|:96212194:96212956:-	633	1214	17	590
LGHX01000022.1:100845:102133:+	LGHX01002010.1:652639:653944:-	1	1264	1306	48
gi|1163923251|ref|NW_018116795.1|:15059:16496:-	gi|1051343072|ref|NW_016694801.1|:89289418:89290032:+	885	1423	615	74
gi|1049006349|ref|NW_016683359.1|:41994825:41996447:+	gi|1049006345|ref|NW_016683363.1|:42394317:42395927:-	1	1621	1609	1
gi|1097093217|ref|NW_017537743.1|:7582988:7584001:-	gi|1097093199|ref|NW_017537760.1|:7251924:7252977:+	13	954	953	19
CM003018.1:60517021:60520217:-	CM003003.1:86490302:86492062:-	1	1420	342	1761
gi|961415745|ref|NW_015095687.1|:302709:303101:+	gi|961403219|ref|NW_015101532.1|:1632:2024:-	1	393	393	1
ref|NW_019174720.1|:1620778:1621440:-	gi|1104468609|ref|NW_017609220.1|:1770:2211:+	627	166	1	442
gi|666359808|ref|NW_007907032.1|:6460484:6462063:+	CM003015.1:143053028:143053509:-	536	55	1	482
gi|1053580756|ref|NW_016810483.1|:27531:28332:-	gi|1053519061|ref|NW_016819681.1|:663497:664215:+	30	689	661	1
gi|1167782841|ref|NW_018127896.1|:3081081:3082704:+	gi|1167782720|ref|NW_018127985.1|:2642240:2643422:-	2	1181	1180	1
ref|NW_018343961.1|:4104382:4105006:-	ref|NW_018344041.1|:2934597:2935297:-	5	613	64	690
gi|1163877526|ref|NW_018123646.1|:1:2086:+	gi|1163937043|ref|NW_018114779.1|:27640:29118:-	492	1974	1479	1
NC_035083.1:77870630:77872251:+	NC_035087.1:69359421:69361029:+	34	1622	3	1609
KE993742.1:1127291:1128728:-	KE993750.1:1423955:1425083:-	345	1438	36	1129
NC_035078.1:41962805:41964163:-	NC_035101.1:47726479:47727753:-	1	757	19	744
KE994183.1:42259:43397:-	APJL01109195.1:1:1614:-	1	1139	1	1140
gi|961415122|ref|NW_015095979.1|:3877:4590:-	gi|961415200|ref|NW_015095941.1|:27276:27785:+	1	506	509	12
gi|734382602|ref|NW_011337788.1|:4934:5415:-	gi|734199528|ref|NW_011370228.1|:1:364:+	1	364	364	1
KN462681.1:26260:27823:-	gi|1127292201|ref|NW_017805932.1|:776196:776831:+	222	833	627	11
gi|1104753381|ref|NW_017613870.1|:10458986:10461922:-	gi|1104749283|ref|NW_017615998.1|:193770:195327:-	702	2267	1	1558
NC_035092.1:29059060:29060201:-	NC_035093.1:48818514:48820089:-	1	1139	1	1132
gi|1047493198|ref|NW_016244190.1|:401766:402425:-	gi|1047493141|ref|NW_016244247.1|:464620:465318:-	5	660	1	656
ref|NW_018758140.1|:394916:396237:+	ref|NW_018765567.1|:2858:4522:-	17	1322	1665	366
LTYT01022000.1:510:987:-	gi|545793449|ref|NW_005187474.1|:3080415:3080882:-	54	412	18	376
gi|409209487|ref|NW_004072960.1|:15011:16662:+	NC_035093.1:11331262:11332294:+	1	1020	10	1028
gi|1078572030|ref|NW_017371513.1|:173269:174080:-	gi|1078571787|ref|NW_017371756.1|:1946061:1947258:+	20	773	1180	432
gi|1041774945|ref|NW_016097641.1|:1543215:1544822:+	gi|1041775143|ref|NW_016097443.1|:456572:458178:-	9	1608	1593	1
CYUI01015199.1:4867488:4868499:+	CYUI01014923.1:11257138:11259071:+	330	1012	1	677
gi|924428045|ref|NW_013952422.1|:2119959:2120989:-	gi|924428030|ref|NW_013952437.1|:286157:287254:-	1	1031	68	1098
gi|925216772|ref|NC_027302.1|:21794528:21796075:-	gi|925104069|ref|NW_012572731.1|:1:1003:-	547	1438	47	942
NC_012611.1:53869849:53870931:-	NC_012594.1:53689793:53690642:-	105	952	1	850
JPMF01188862.1:1:461:-	JPMF01252513.1:2:369:-	84	461	1	368
NW_010806138.1:607351:609486:-	NW_010828971.1:285700:288204:-	14	2136	4	2152
