copy	start	end	protStart	rev
gi|1154410304|ref|NW_018085550.1|:818593:820174:+	389	709	389	FALSE
gi|1154410304|ref|NW_018085550.1|:818593:820174:+	712	1359	712	FALSE
gi|1154410300|ref|NW_018085554.1|:3386665:3388294:+	440	805	440	FALSE
gi|1154410300|ref|NW_018085554.1|:3386665:3388294:+	808	1410	808	FALSE
gi|1154410256|ref|NW_018085598.1|:4450117:4451631:-	225	707	707	TRUE
gi|1154410256|ref|NW_018085598.1|:4450117:4451631:-	710	1195	1195	TRUE
gi|1154410250|ref|NW_018085604.1|:843542:845176:+	394	1344	394	FALSE
gi|1154410250|ref|NW_018085604.1|:843542:845176:+	1346	1411	1346	FALSE
gi|1154410208|ref|NW_018085646.1|:1971198:1972509:+	80	1087	80	FALSE
gi|1154410204|ref|NW_018085650.1|:2555602:2557205:-	236	1210	1210	TRUE
gi|1154410198|ref|NW_018085656.1|:148024:149633:-	404	757	404	FALSE
gi|1154410198|ref|NW_018085656.1|:148024:149633:-	760	1135	760	FALSE
gi|1154410198|ref|NW_018085656.1|:148024:149633:-	1144	1390	1136	FALSE
gi|1154410190|ref|NW_018085664.1|:991529:992310:-	41	742	742	TRUE
gi|1154410138|ref|NW_018085716.1|:916406:917955:+	326	943	326	FALSE
gi|1154410138|ref|NW_018085716.1|:916406:917955:+	948	1259	948	FALSE
gi|1154410138|ref|NW_018085716.1|:916406:917955:+	1261	1329	1261	FALSE
gi|1154410135|ref|NW_018085719.1|:4530316:4531729:+	358	796	358	FALSE
gi|1154410135|ref|NW_018085719.1|:4530316:4531729:+	799	1375	797	FALSE
gi|1154410084|ref|NW_018085770.1|:1372513:1374122:+	388	852	388	FALSE
gi|1154410084|ref|NW_018085770.1|:1372513:1374122:+	857	1150	857	FALSE
gi|1154410084|ref|NW_018085770.1|:1372513:1374122:+	1152	1379	1152	FALSE
gi|1154410068|ref|NW_018085786.1|:851301:852825:-	162	701	701	TRUE
gi|1154410068|ref|NW_018085786.1|:851301:852825:-	704	1156	1156	TRUE
gi|1154410052|ref|NW_018085802.1|:456483:457926:-	268	993	268	FALSE
gi|1154410052|ref|NW_018085802.1|:456483:457926:-	1007	1252	1007	FALSE
gi|1154410024|ref|NW_018085830.1|:422930:424496:-	204	635	635	TRUE
gi|1154410024|ref|NW_018085830.1|:422930:424496:-	667	1221	1221	TRUE
gi|1154410013|ref|NW_018085841.1|:74148:75418:+	68	703	68	FALSE
gi|1154410013|ref|NW_018085841.1|:74148:75418:+	705	1022	705	FALSE
gi|1154410009|ref|NW_018085845.1|:2619905:2621426:-	135	695	695	TRUE
gi|1154410009|ref|NW_018085845.1|:2619905:2621426:-	697	1131	1131	TRUE
gi|1154409969|ref|NW_018085885.1|:314876:316088:-	222	805	806	TRUE
gi|1154409969|ref|NW_018085885.1|:314876:316088:-	807	1213	1213	TRUE
gi|1154406576|ref|NW_018089278.1|:1083320:1084950:+	395	955	395	FALSE
gi|1154406576|ref|NW_018089278.1|:1083320:1084950:+	958	1407	958	FALSE
gi|1154406014|ref|NW_018089840.1|:285200:287270:-	5	2065	2065	TRUE
gi|1154405684|ref|NW_018090170.1|:266745:268370:+	410	1050	410	FALSE
gi|1154405684|ref|NW_018090170.1|:266745:268370:+	1058	1182	1051	FALSE
gi|1154405684|ref|NW_018090170.1|:266745:268370:+	1185	1403	1185	FALSE
gi|1154405682|ref|NW_018090172.1|:8171:9625:-	257	918	925	TRUE
gi|1154405682|ref|NW_018090172.1|:8171:9625:-	926	1230	1230	TRUE
gi|1154405450|ref|NW_018090404.1|:251580:253195:+	386	1348	386	FALSE
gi|1154405450|ref|NW_018090404.1|:251580:253195:+	1350	1415	1350	FALSE
gi|1154405029|ref|NW_018090825.1|:79298:80761:-	228	1238	1238	TRUE
gi|1154404585|ref|NW_018091269.1|:202:1350:-	92	847	847	TRUE
gi|1154404585|ref|NW_018091269.1|:202:1350:-	849	989	989	TRUE
gi|1154402941|ref|NW_018092913.1|:97991:99245:+	237	1247	1247	TRUE
gi|1154402381|ref|NW_018093473.1|:19494:20464:+	79	969	79	FALSE
gi|1154402035|ref|NW_018093819.1|:42895:44119:-	188	865	865	TRUE
gi|1154402035|ref|NW_018093819.1|:42895:44119:-	988	1155	1155	TRUE
gi|1154399237|ref|NW_018096617.1|:692:1819:+	426	887	426	FALSE
gi|1154399237|ref|NW_018096617.1|:692:1819:+	889	1110	889	FALSE
gi|1154388937|ref|NW_018106868.1|:1868:3323:-	219	1211	1211	TRUE
NC_035077.1:18017734:18018781:-	42	998	998	TRUE
NC_035077.1:18456163:18457793:+	397	1026	397	FALSE
NC_035077.1:18456163:18457793:+	1029	1409	1029	FALSE
NC_035077.1:21638095:21639692:+	406	1374	406	FALSE
NC_035077.1:46367965:46369446:+	383	1063	383	FALSE
NC_035077.1:46367965:46369446:+	1066	1389	1066	FALSE
NC_035077.1:69902910:69903929:+	302	838	302	FALSE
NC_035077.1:69902910:69903929:+	841	1020	841	FALSE
NC_035078.1:7680567:7682401:+	192	1313	192	FALSE
NC_035078.1:11675616:11676757:-	232	1119	1119	TRUE
NC_035078.1:13115651:13116516:-	209	817	817	TRUE
NC_035078.1:41962805:41964163:-	5	958	958	TRUE
NC_035078.1:45670492:45672092:+	367	1386	367	FALSE
NC_035078.1:51093683:51094490:-	2	381	559	TRUE
NC_035078.1:51093683:51094490:-	560	807	807	TRUE
NC_035078.1:83293601:83295233:+	392	1390	392	FALSE
NC_035079.1:20349512:20350919:+	230	1030	230	FALSE
NC_035079.1:20349512:20350919:+	1033	1221	1033	FALSE
NC_035079.1:22696852:22697877:-	3	468	500	TRUE
NC_035079.1:22696852:22697877:-	501	633	633	TRUE
NC_035079.1:22696852:22697877:-	731	1015	1015	TRUE
NC_035079.1:36836746:36837638:-	218	892	892	TRUE
NC_035079.1:37009810:37011046:+	6	1013	6	FALSE
NC_035079.1:45371529:45373110:+	341	1363	341	FALSE
NC_035079.1:50648164:50649684:-	216	1235	1235	TRUE
NC_035079.1:63927679:63929315:+	394	1410	394	FALSE
NC_035080.1:24383512:24384834:-	145	675	675	TRUE
NC_035080.1:24383512:24384834:-	699	1000	1025	TRUE
NC_035080.1:24383512:24384834:-	1026	1111	1111	TRUE
NC_035080.1:54341725:54342617:-	2	709	709	TRUE
NC_035080.1:54341725:54342617:-	718	885	885	TRUE
NC_035080.1:64031872:64033424:-	211	999	999	TRUE
NC_035080.1:64031872:64033424:-	1014	1184	1184	TRUE
NC_035080.1:81844123:81845694:-	183	1172	1172	TRUE
NC_035081.1:14429866:14431498:-	225	1244	1244	TRUE
NC_035081.1:32808329:32809530:+	10	663	10	FALSE
NC_035081.1:32808329:32809530:+	665	862	665	FALSE
NC_035081.1:32808329:32809530:+	864	977	864	FALSE
NC_035081.1:76342946:76344557:+	371	1390	371	FALSE
NC_035081.1:78609020:78610052:+	382	1032	382	FALSE
NC_035082.1:4823427:4825017:+	362	1381	362	FALSE
NC_035082.1:19122492:19123091:+	50	598	50	FALSE
NC_035082.1:36635772:36636501:-	2	730	730	TRUE
NC_035083.1:17175170:17176499:+	365	1225	365	FALSE
NC_035083.1:17175170:17176499:+	1233	1304	1233	FALSE
NC_035083.1:27581730:27582815:+	65	1054	1054	TRUE
NC_035083.1:35659745:35661356:-	225	1247	1247	TRUE
NC_035083.1:38819231:38820825:-	223	984	984	TRUE
NC_035083.1:38819231:38820825:-	990	1241	1241	TRUE
NC_035083.1:51024698:51026338:+	394	733	394	FALSE
NC_035083.1:51024698:51026338:+	763	1411	734	FALSE
NC_035083.1:66898882:66900518:+	394	1341	394	FALSE
NC_035083.1:66898882:66900518:+	1343	1411	1343	FALSE
NC_035083.1:69494177:69495813:+	394	1410	394	FALSE
NC_035083.1:72763357:72764462:+	382	1086	382	FALSE
NC_035083.1:77870630:77872251:+	394	1395	394	FALSE
NC_035084.1:18826863:18829666:+	20	2332	20	FALSE
NC_035084.1:24579887:24581120:-	3	878	878	TRUE
NC_035084.1:26866854:26868057:-	67	864	864	TRUE
NC_035084.1:26866854:26868057:-	899	1078	1078	TRUE
NC_035084.1:31631420:31632377:+	1	954	1	FALSE
NC_035084.1:36597145:36598231:+	52	1062	52	FALSE
NC_035084.1:45679694:45681080:+	482	1387	482	FALSE
NC_035084.1:53052555:53053130:-	2	574	574	TRUE
NC_035084.1:60204738:60205152:+	3	413	3	FALSE
NC_035084.1:63890629:63892265:+	393	1100	393	FALSE
NC_035084.1:63890629:63892265:+	1102	1410	1102	FALSE
NC_035084.1:74685651:74687293:-	392	736	392	FALSE
NC_035084.1:74685651:74687293:-	738	1409	738	FALSE
NC_035084.1:78678719:78679045:-	3	326	326	TRUE
NC_035085.1:3897077:3898165:+	377	727	377	FALSE
NC_035085.1:3897077:3898165:+	729	1016	729	FALSE
NC_035085.1:5987256:5988571:-	741	1316	1316	TRUE
NC_035085.1:18636561:18638155:+	348	827	348	FALSE
NC_035085.1:18636561:18638155:+	830	1360	830	FALSE
NC_035085.1:46541391:46541911:-	40	501	501	TRUE
NC_035085.1:48192007:48193644:+	394	1410	394	FALSE
NC_035085.1:51698047:51699681:+	394	1404	394	FALSE
NC_035085.1:53961502:53962912:-	2	1036	1036	TRUE
NC_035086.1:7965941:7967396:+	330	672	330	FALSE
NC_035086.1:7965941:7967396:+	675	789	673	FALSE
NC_035086.1:7965941:7967396:+	800	1324	800	FALSE
NC_035086.1:29248465:29249665:+	215	1201	215	FALSE
NC_035086.1:33007442:33008437:+	37	771	37	FALSE
NC_035086.1:57458032:57459657:-	238	1257	1257	TRUE
NC_035086.1:58071888:58073492:+	365	1384	365	FALSE
NC_035087.1:52776463:52778094:-	226	1245	1245	TRUE
NC_035087.1:69359421:69361029:+	363	1379	363	FALSE
NC_035087.1:70810335:70812277:+	14	99	14	FALSE
NC_035087.1:70810335:70812277:+	164	1411	100	FALSE
NC_035087.1:70810335:70812277:+	1822	1942	1412	FALSE
NC_035087.1:71422627:71424221:-	236	1046	1057	TRUE
NC_035087.1:71422627:71424221:-	1058	1226	1226	TRUE
NC_035087.1:75023100:75024538:+	205	1209	205	FALSE
NC_035088.1:7483141:7484660:-	288	879	887	TRUE
NC_035088.1:7483141:7484660:-	888	1137	1137	TRUE
NC_035088.1:9364211:9365757:-	167	1183	1183	TRUE
NC_035088.1:12276622:12278002:-	49	519	519	TRUE
NC_035088.1:12276622:12278002:-	525	820	845	TRUE
NC_035088.1:12276622:12278002:-	846	964	964	TRUE
NC_035088.1:56729227:56730775:+	373	678	373	FALSE
NC_035088.1:56729227:56730775:+	768	1355	768	FALSE
NC_035088.1:78399357:78400967:+	369	1388	369	FALSE
NC_035089.1:10165177:10166738:+	387	1382	387	FALSE
NC_035089.1:20740074:20741702:+	391	1341	391	FALSE
NC_035089.1:20740074:20741702:+	1343	1408	1343	FALSE
NC_035089.1:33125907:33126768:-	312	860	860	TRUE
NC_035090.1:52244193:52245141:+	3	326	3	FALSE
NC_035090.1:52244193:52245141:+	331	693	331	FALSE
NC_035090.1:54811700:54813148:+	226	681	226	FALSE
NC_035090.1:54811700:54813148:+	686	919	686	FALSE
NC_035090.1:54811700:54813148:+	963	1220	963	FALSE
NC_035090.1:57871847:57873851:+	134	1135	134	FALSE
NC_035090.1:57871847:57873851:+	1755	1895	1755	FALSE
NC_035090.1:57871847:57873851:+	1896	2003	1896	FALSE
NC_035090.1:64890202:64891479:-	224	1198	1198	TRUE
NC_035091.1:12661115:12662351:-	206	343	343	TRUE
NC_035091.1:12661115:12662351:-	360	1007	1007	TRUE
NC_035091.1:12661115:12662351:-	1010	1222	1222	TRUE
NC_035091.1:26292857:26294446:+	369	1169	369	FALSE
NC_035091.1:26292857:26294446:+	1172	1369	1172	FALSE
NC_035092.1:29059060:29060201:-	225	1142	1142	TRUE
NC_035092.1:29322650:29323678:-	3	632	632	TRUE
NC_035092.1:29322650:29323678:-	731	1015	1015	TRUE
NC_035093.1:11331262:11332294:+	260	493	260	FALSE
NC_035093.1:11331262:11332294:+	616	1032	616	FALSE
NC_035093.1:41665599:41667041:+	311	1279	311	FALSE
NC_035093.1:44883378:44884682:-	221	555	577	TRUE
NC_035093.1:44883378:44884682:-	578	1239	1239	TRUE
NC_035093.1:48818514:48820089:-	218	1180	1180	TRUE
NC_035094.1:23270797:23272374:+	188	820	820	TRUE
NC_035094.1:23270797:23272374:+	821	892	892	TRUE
NC_035094.1:23270797:23272374:+	958	1203	1203	TRUE
NC_035094.1:24298014:24299316:+	3	1301	3	FALSE
NC_035094.1:27622853:27624275:-	102	917	917	TRUE
NC_035094.1:27622853:27624275:-	919	1056	1056	TRUE
NC_035094.1:28323607:28325208:-	342	725	342	FALSE
NC_035094.1:28323607:28325208:-	728	1197	728	FALSE
NC_035094.1:28323607:28325208:-	1208	1359	1198	FALSE
NC_035094.1:28940959:28942384:+	394	765	394	FALSE
NC_035094.1:28940959:28942384:+	777	1418	777	FALSE
NC_035094.1:32193445:32195081:+	394	1407	394	FALSE
NC_035095.1:23289722:23290790:-	10	630	630	TRUE
NC_035095.1:23289722:23290790:-	744	1049	1049	TRUE
NC_035095.1:32189837:32191481:-	222	596	596	TRUE
NC_035095.1:32189837:32191481:-	599	1255	1255	TRUE
NC_035095.1:56526521:56527555:-	112	441	441	TRUE
NC_035095.1:56526521:56527555:-	446	1033	1033	TRUE
NC_035096.1:3479028:3480632:-	222	1055	1055	TRUE
NC_035096.1:3479028:3480632:-	1061	1213	1213	TRUE
NC_035096.1:26916976:26918424:+	290	655	290	FALSE
NC_035096.1:26916976:26918424:+	664	1272	664	FALSE
NC_035097.1:36617077:36618565:-	370	1389	370	FALSE
NC_035098.1:7153157:7154505:+	209	1198	209	FALSE
NC_035098.1:13921086:13922711:-	372	1394	372	FALSE
NC_035098.1:21795255:21796878:-	238	567	567	TRUE
NC_035098.1:21795255:21796878:-	570	1232	1232	TRUE
NC_035098.1:23430828:23432470:-	401	907	401	FALSE
NC_035098.1:23430828:23432470:-	909	1406	909	FALSE
NC_035099.1:9433272:9435554:-	227	989	991	TRUE
NC_035099.1:9433272:9435554:-	992	2009	2009	TRUE
NC_035099.1:14070208:14071827:+	6	965	6	FALSE
NC_035099.1:15060751:15062241:-	106	1125	1125	TRUE
NC_035099.1:32417141:32418601:+	395	1396	395	FALSE
NC_035099.1:38795402:38797009:+	369	1388	369	FALSE
NC_035100.1:26749589:26750935:+	339	809	339	FALSE
NC_035100.1:26749589:26750935:+	814	1308	814	FALSE
NC_035101.1:4610191:4610740:-	2	550	550	TRUE
NC_035101.1:13600522:13601289:-	86	562	562	TRUE
NC_035101.1:14806148:14807028:-	223	876	876	TRUE
NC_035101.1:35148499:35149507:+	15	1007	15	FALSE
NC_035101.1:43686532:43687560:-	3	332	332	TRUE
NC_035101.1:43686532:43687560:-	379	636	636	TRUE
NC_035101.1:43686532:43687560:-	734	1018	1018	TRUE
NC_035101.1:47726479:47727753:-	8	669	673	TRUE
NC_035101.1:47726479:47727753:-	674	909	909	TRUE
NC_035101.1:56051394:56053308:+	2	1915	2	FALSE
NC_035101.1:65191176:65192585:-	227	1243	1243	TRUE
NC_035102.1:5739195:5739850:+	1	513	1	FALSE
NC_035102.1:25883314:25883640:-	3	326	326	TRUE
NC_035102.1:36481665:36482787:-	2	454	454	TRUE
NC_035102.1:36481665:36482787:-	630	932	932	TRUE
NC_035103.1:4211901:4213505:-	224	1243	1243	TRUE
NC_035103.1:33260290:33261336:-	192	782	782	TRUE
NC_035103.1:33260290:33261336:-	853	1023	1023	TRUE
NC_035103.1:43553018:43554863:+	192	667	192	FALSE
NC_035103.1:43553018:43554863:+	1143	1318	668	FALSE
NC_035104.1:12774262:12775898:-	228	1247	1247	TRUE
NC_035104.1:19933625:19935003:+	193	1167	193	FALSE
NC_035104.1:28816040:28816852:-	77	549	571	TRUE
NC_035104.1:28816040:28816852:-	572	807	807	TRUE
NC_035105.1:1119273:1120258:-	33	986	986	TRUE
NC_035105.1:26250022:26251655:-	225	1241	1241	TRUE
NC_035105.1:34034658:34035943:+	87	948	87	FALSE
NC_035105.1:34034658:34035943:+	954	1029	949	FALSE
NW_018525368.1:7541:8862:-	80	454	80	FALSE
NW_018525368.1:7541:8862:-	456	893	456	FALSE
NW_018525368.1:7541:8862:-	895	1089	895	FALSE
NW_018534328.1:11145:12453:-	224	1228	1228	TRUE
NW_018536790.1:1:1394:+	3	1394	3	FALSE
NW_018536793.1:3184:4824:+	394	1062	394	FALSE
NW_018536793.1:3184:4824:+	1071	1424	1071	FALSE
NW_018546831.1:1:1564:-	3	1562	1562	TRUE
NW_018580792.1:459:2566:+	34	542	34	FALSE
NW_018580792.1:459:2566:+	547	1216	543	FALSE
NW_018580792.1:459:2566:+	1221	1558	1217	FALSE
NW_018580792.1:459:2566:+	1564	1677	1564	FALSE
NW_018608367.1:11779:12957:-	223	1179	1179	TRUE
gi|459977630|ref|NW_004438432.1|:5596931:5599647:+	2	2213	2	FALSE
gi|459977630|ref|NW_004438432.1|:5596931:5599647:+	2300	2333	2214	FALSE
gi|459977561|ref|NW_004438501.1|:1524790:1528654:+	3	3449	3	FALSE
gi|459977436|ref|NW_004438626.1|:2724972:2727245:-	5	1468	1468	TRUE
gi|459977436|ref|NW_004438626.1|:2724972:2727245:-	2064	2187	2195	TRUE
gi|459977436|ref|NW_004438626.1|:2724972:2727245:-	2196	2262	2262	TRUE
gi|459977389|ref|NW_004438673.1|:351288:352606:+	1	1236	1	FALSE
gi|1104753341|ref|NW_017613873.1|:1355711:1356047:-	9	335	335	TRUE
gi|1104753341|ref|NW_017613873.1|:18338019:18339628:-	223	1239	1239	TRUE
gi|1104753341|ref|NW_017613873.1|:27387200:27388570:+	14	1369	14	FALSE
gi|1104753330|ref|NW_017613874.1|:10022818:10025029:+	1	1800	1	FALSE
gi|1104753330|ref|NW_017613874.1|:14100109:14103420:+	181	1733	181	FALSE
gi|1104753330|ref|NW_017613874.1|:14100109:14103420:+	1744	3311	1734	FALSE
gi|1104753330|ref|NW_017613874.1|:24756540:24758110:-	338	1348	1348	TRUE
gi|1104753317|ref|NW_017613875.1|:100215:101465:+	14	1030	14	FALSE
gi|1104753317|ref|NW_017613875.1|:32116596:32118205:-	223	1239	1239	TRUE
gi|1104753293|ref|NW_017613877.1|:1564336:1565566:-	7	1230	1230	TRUE
gi|1104753293|ref|NW_017613877.1|:22228665:22230275:-	224	1240	1240	TRUE
gi|1104753293|ref|NW_017613877.1|:22268582:22270215:-	245	928	928	TRUE
gi|1104753293|ref|NW_017613877.1|:22268582:22270215:-	931	1251	1251	TRUE
gi|1104753275|ref|NW_017613878.1|:10484680:10486303:-	224	919	919	TRUE
gi|1104753275|ref|NW_017613878.1|:10484680:10486303:-	922	1242	1242	TRUE
gi|1104753155|ref|NW_017613885.1|:5908599:5910230:-	236	928	928	TRUE
gi|1104753155|ref|NW_017613885.1|:5908599:5910230:-	931	1251	1251	TRUE
gi|1104753155|ref|NW_017613885.1|:18481241:18485442:+	892	1209	892	FALSE
gi|1104753155|ref|NW_017613885.1|:18481241:18485442:+	1210	1899	1210	FALSE
gi|1104753259|ref|NW_017613879.1|:17980162:17981801:-	234	929	929	TRUE
gi|1104753259|ref|NW_017613879.1|:17980162:17981801:-	932	1252	1252	TRUE
gi|1104753259|ref|NW_017613879.1|:33184159:33185089:-	218	931	931	TRUE
gi|1104753240|ref|NW_017613880.1|:8596914:8598523:-	223	1239	1239	TRUE
gi|1104753222|ref|NW_017613881.1|:457013:458388:-	6	587	587	TRUE
gi|1104753222|ref|NW_017613881.1|:457013:458388:-	596	1369	1369	TRUE
gi|1104753222|ref|NW_017613881.1|:7309073:7310806:-	58	555	555	TRUE
gi|1104753222|ref|NW_017613881.1|:7309073:7310806:-	557	1732	1732	TRUE
gi|1104753222|ref|NW_017613881.1|:25328264:25328728:-	26	283	283	TRUE
gi|1104753222|ref|NW_017613881.1|:25328264:25328728:-	292	465	465	TRUE
gi|1104753506|ref|NW_017613863.1|:25756379:25757982:+	366	1382	366	FALSE
gi|1104753209|ref|NW_017613882.1|:642485:643486:+	135	746	135	FALSE
gi|1104753209|ref|NW_017613882.1|:17167358:17168318:-	80	961	961	TRUE
gi|1104753192|ref|NW_017613883.1|:17275546:17276919:+	1	1065	1	FALSE
gi|1104753174|ref|NW_017613884.1|:17187644:17188939:+	60	923	60	FALSE
gi|1104753174|ref|NW_017613884.1|:17187644:17188939:+	925	1074	925	FALSE
gi|1104753174|ref|NW_017613884.1|:30728981:30730018:+	97	801	97	FALSE
gi|1104753174|ref|NW_017613884.1|:36311927:36314370:+	2	2443	2	FALSE
gi|1104753494|ref|NW_017613864.1|:5778995:5780188:-	203	1183	1183	TRUE
gi|1104753472|ref|NW_017613866.1|:28409262:28410559:+	60	1076	60	FALSE
gi|1104753472|ref|NW_017613866.1|:35345566:35346847:-	434	1282	1282	TRUE
gi|1104753472|ref|NW_017613866.1|:41531577:41533126:+	223	1233	223	FALSE
gi|1104753431|ref|NW_017613867.1|:908290:909512:-	223	1221	1221	TRUE
gi|1104753431|ref|NW_017613867.1|:16995651:16996345:+	67	693	67	FALSE
gi|1104753431|ref|NW_017613867.1|:24998069:24998610:-	27	407	407	TRUE
gi|1104753431|ref|NW_017613867.1|:35963680:35965205:+	2	1522	2	FALSE
gi|1104753415|ref|NW_017613868.1|:9268662:9269697:+	1	546	1	FALSE
gi|1104753415|ref|NW_017613868.1|:9268662:9269697:+	576	749	576	FALSE
gi|1104753400|ref|NW_017613869.1|:31906280:31907843:-	335	1339	1339	TRUE
gi|1104753400|ref|NW_017613869.1|:39379739:39383893:-	2257	2946	2946	TRUE
gi|1104753400|ref|NW_017613869.1|:39379739:39383893:-	2947	3264	3264	TRUE
gi|1104753381|ref|NW_017613870.1|:3267158:3268549:-	162	1172	1172	TRUE
gi|1104753381|ref|NW_017613870.1|:10458986:10461922:-	1039	1728	1728	TRUE
gi|1104753381|ref|NW_017613870.1|:10458986:10461922:-	1729	2046	2046	TRUE
gi|1104753381|ref|NW_017613870.1|:10468381:10469948:+	227	1222	227	FALSE
gi|1104753381|ref|NW_017613870.1|:20657674:20659308:-	238	930	930	TRUE
gi|1104753381|ref|NW_017613870.1|:20657674:20659308:-	933	1253	1253	TRUE
gi|1104753381|ref|NW_017613870.1|:53125430:53126295:+	1	774	1	FALSE
gi|1104753381|ref|NW_017613870.1|:54772379:54774548:-	801	1811	1811	TRUE
gi|1104753364|ref|NW_017613871.1|:25034775:25036463:-	51	1688	1688	TRUE
gi|1104753364|ref|NW_017613871.1|:26706106:26706792:+	13	687	13	FALSE
gi|1104753355|ref|NW_017613872.1|:26482469:26483854:+	391	1386	391	FALSE
gi|1104752573|ref|NW_017614170.1|:15474:17107:-	233	928	928	TRUE
gi|1104752573|ref|NW_017614170.1|:15474:17107:-	931	1251	1251	TRUE
gi|1104749554|ref|NW_017615861.1|:211922:212882:-	80	961	961	TRUE
gi|1104749488|ref|NW_017615895.1|:599709:601205:-	337	1347	1347	TRUE
gi|1104749456|ref|NW_017615909.1|:64301:64985:+	60	683	60	FALSE
gi|1104749373|ref|NW_017615950.1|:36308:37289:-	5	500	508	TRUE
gi|1104749373|ref|NW_017615950.1|:36308:37289:-	509	980	980	TRUE
gi|1104749313|ref|NW_017615982.1|:18016:19172:-	33	868	920	TRUE
gi|1104749313|ref|NW_017615982.1|:18016:19172:-	921	1123	1123	TRUE
gi|1104749283|ref|NW_017615998.1|:193770:195327:-	327	1337	1337	TRUE
gi|1104749280|ref|NW_017616000.1|:19626:20871:+	24	664	24	FALSE
gi|1104749280|ref|NW_017616000.1|:19626:20871:+	675	922	665	FALSE
gi|1104749280|ref|NW_017616000.1|:19626:20871:+	925	1032	925	FALSE
gi|1104749260|ref|NW_017616011.1|:187868:188270:-	2	403	403	TRUE
gi|1104749194|ref|NW_017616047.1|:115824:120028:+	892	1209	892	FALSE
gi|1104749194|ref|NW_017616047.1|:115824:120028:+	1210	1899	1210	FALSE
gi|1104748672|ref|NW_017616304.1|:8660:9953:+	1	841	1	FALSE
gi|1104748672|ref|NW_017616304.1|:8660:9953:+	919	1027	842	FALSE
NC_019859.2:25483881:25485318:-	325	827	831	TRUE
NC_019859.2:25483881:25485318:-	832	1271	1271	TRUE
NC_019859.2:25732100:25733551:+	135	1136	135	FALSE
NC_019860.2:5173956:5175075:+	1	648	1	FALSE
NC_019860.2:5173956:5175075:+	653	1021	653	FALSE
NC_019861.2:1201141:1202472:+	4	1011	4	FALSE
NC_019861.2:3979486:3979917:-	1	366	366	TRUE
NC_019861.2:6735836:6737296:+	164	1138	164	FALSE
NC_019861.2:37133788:37134904:-	100	1116	1116	TRUE
NC_019862.2:13397410:13398545:-	18	432	455	TRUE
NC_019862.2:13397410:13398545:-	456	888	888	TRUE
NC_019863.2:7197135:7198261:-	15	631	653	TRUE
NC_019863.2:7197135:7198261:-	654	1123	1123	TRUE
NC_019863.2:8690324:8691255:+	165	932	165	FALSE
NC_019863.2:22161795:22164456:-	2	380	451	TRUE
NC_019863.2:22161795:22164456:-	452	2564	2564	TRUE
NC_019865.2:28040184:28043672:-	114	549	3485	TRUE
NC_019865.2:28040184:28043672:-	2932	3485	3485	TRUE
NC_019866.2:10623929:10624980:-	5	583	583	TRUE
NC_019866.2:10623929:10624980:-	591	1052	1052	TRUE
NC_019867.2:14673008:14674471:-	327	1307	1307	TRUE
NC_019869.2:8496300:8499862:-	114	474	476	TRUE
NC_019869.2:8496300:8499862:-	477	934	3348	TRUE
NC_019869.2:8496300:8499862:-	3349	3469	3469	TRUE
NC_019870.2:28632598:28635275:-	2	2578	2578	TRUE
NC_019872.2:18626117:18627349:-	16	794	795	TRUE
NC_019872.2:18626117:18627349:-	796	1232	1232	TRUE
NC_019874.2:9524445:9525771:-	4	886	888	TRUE
NC_019874.2:9524445:9525771:-	889	1237	1237	TRUE
NC_019874.2:26094442:26095957:+	478	1188	478	FALSE
NC_019874.2:26094442:26095957:+	1220	1360	1220	FALSE
NC_019874.2:32667661:32668844:-	3	1184	1184	TRUE
NC_019876.2:21447235:21449892:-	2	2281	2281	TRUE
NC_019876.2:21447235:21449892:-	2293	2508	2508	TRUE
NC_019879.2:13543986:13545449:-	327	1307	1307	TRUE
NC_019881.2:6016502:6017942:-	332	1306	1306	TRUE
gi|957807205|ref|NW_014639020.1|:4301708:4303133:-	2	542	559	TRUE
gi|957807205|ref|NW_014639020.1|:4301708:4303133:-	560	839	839	TRUE
gi|957807205|ref|NW_014639020.1|:4301708:4303133:-	853	1107	1107	TRUE
gi|957807204|ref|NW_014639021.1|:38116450:38118978:-	11	2506	2506	TRUE
gi|957807203|ref|NW_014639022.1|:18191223:18193857:-	14	2620	2620	TRUE
gi|957807201|ref|NW_014639024.1|:44418016:44420590:-	65	1596	1978	TRUE
gi|957807201|ref|NW_014639024.1|:44418016:44420590:-	1979	2544	2544	TRUE
gi|957807199|ref|NW_014639026.1|:1732228:1733359:+	116	962	116	FALSE
gi|957807199|ref|NW_014639026.1|:1732228:1733359:+	968	1130	963	FALSE
gi|957807215|ref|NW_014639010.1|:82322923:82325585:-	34	2661	2661	TRUE
gi|957807215|ref|NW_014639010.1|:85236335:85239077:-	34	2688	2688	TRUE
gi|957807215|ref|NW_014639010.1|:246453795:246456499:+	1	2688	1	FALSE
gi|957807195|ref|NW_014639030.1|:49612710:49615324:+	1	524	1	FALSE
gi|957807195|ref|NW_014639030.1|:49612710:49615324:+	559	2606	525	FALSE
gi|957807190|ref|NW_014639035.1|:33012927:33014205:+	1	1233	1	FALSE
gi|957807214|ref|NW_014639011.1|:4330234:4331987:+	558	1556	558	FALSE
gi|957807214|ref|NW_014639011.1|:4330234:4331987:+	1559	1720	1559	FALSE
gi|957807214|ref|NW_014639011.1|:66359572:66362388:-	18	2558	2558	TRUE
